stock_code,historical_name,corp_code,dart_corp_name,mapping_method,mapped
039030,,00246417,이오테크닉스,stock_code,True
039130,,00269940,하나투어,stock_code,True
039200,,00263654,오스코텍,stock_code,True
039490,,00296290,키움증권,stock_code,True
039840,,00115931,디오,stock_code,True
041510,,00260930,에스엠,stock_code,True
041960,,00187415,코미팜,stock_code,True
042000,,00260879,카페24,stock_code,True
042660,,00111704,한화오션,stock_code,True
042670,,00344287,에이치디현대인프라코어,stock_code,True
042700,,00161383,한미반도체,stock_code,True
043150,,00264255,바텍,stock_code,True
043260,,00317210,성호전자,stock_code,True
044490,,00186799,태웅,stock_code,True
045390,,00318316,대아티아이,stock_code,True
046890,,00130763,서울반도체,stock_code,True
047040,,00124540,대우건설,stock_code,True
047050,,00124504,포스코인터내셔널,stock_code,True
047810,,00309503,한국항공우주,stock_code,True
048260,,00341916,오스템임플란트,stock_code,True
048410,,00313649,현대바이오,stock_code,True
048530,,00292434,인트론바이오,stock_code,True
049770,,00340917,동원F&B,stock_code,True
049950,,00447760,미래컴퍼니,stock_code,True
051370,,00369170,인터플렉스,stock_code,True
051500,,00127954,CJ프레시웨이,stock_code,True
051600,,00159218,한전KPS,stock_code,True
051900,,00356370,LG생활건강,stock_code,True
051910,,00356361,LG화학,stock_code,True
052020,,00273110,에스티큐브,stock_code,True
052690,,00159209,한전기술,stock_code,True
053030,,00216027,바이넥스,stock_code,True
053210,,00349097,케이티스카이라이프,stock_code,True
053800,,00298270,안랩,stock_code,True
055550,,00382199,신한지주,stock_code,True
056190,,00358271,SFA,stock_code,True
057050,,00412597,현대홈쇼핑,stock_code,True
058470,,00369657,리노공업,stock_code,True
058610,,00220686,에스피지,stock_code,True
058820,,00380429,CMG제약,stock_code,True
058970,,00396925,엠로,stock_code,True
060250,,00357740,NHN KCP,stock_code,True
060370,,00225742,LS마린솔루션,stock_code,True
060720,,00378628,KH바텍,stock_code,True
060980,,00299002,HL홀딩스,stock_code,True
062040,,00366438,산일전기,stock_code,True
064350,,00302926,현대로템,stock_code,True
064400,,00139834,LG씨엔에스,stock_code,True
064550,,00326731,바이오니아,stock_code,True
064760,,00245472,티씨케이,stock_code,True
