stock_code,period_key,rcept_no,rcept_dt,table_index,ranking_score,base_statement_score,balance_coverage,income_coverage,families,unit_hints,false_positive_hits,score_reason,heading_context,columns_json,assets_rows,liabilities_rows,equity_rows,revenue_rows,operating_income_rows,net_income_rows,rank_within_receipt
000030,반기보고서_(2018.06),20180814002502,2018-08-14,761,-7.0,-4.0,0,1,net_income,백만원,배당,note_penalty=주석,"주석 - 계속 (2) 당반기 및 전반기 중 이익잉여금의 변동내용은 다음과 같습니다. || 한국채택국제회계기준 도입 시 전환일에 발생한 부동산에 대한 재평가차익을 보완자본으로 인정받기 위하여 은행업감독업무시행세칙 별표3에 따라 이사회의 결의로 배당제한한 금액입니다. || 재평가차액준비금 || 7) || 은행업감독규정 제29조 제1항 및 제2항에 따라 한국채택국제회계기준에 따른 대손충당금이 은행업감독규정에서 정한 대손충당금에 미달하는 경우, 적립하는 준비금으로 배당이 제한됩니다. || 대손준비금","[""(단위:백만원) | 구 분"", ""(단위:백만원) | 제185(당)기 반기(*)"", ""(단위:백만원) | 제184(전)기 반기""]",,,,,,반기순이익 | 1204815 | 1004426,13
000030,반기보고서_(2018.06),20180814002502,2018-08-14,494,-9.0,-6.0,0,1,net_income,,배당,separate_hint=별도 | note_penalty=주석,"주석 - 계속 || 기타준비금은 일본, 베트남 및 방글라데시 소재지점에서 현지 법규에 따라 적립한 준비금으로 현지소재지점의 결손보전을 위해 사용할 수 있습니다. || 기타준비금 || 2) || 이익준비금은 은행법 제40조의 규정에 따라 납입자본금에 달할 때까지 배당시 법인세비용차감후순이익의 10분의 1 이상을 적립한 것입니다. 동 준비금은 결손보전과 자본전입이외에는 사용할 수 없습니다. || 이익준비금","[""0"", ""1""]",,,,,,"nan | 은행은 2002년부터 2014년까지 금융감독원의 권고에 따라 단순자기자본비율이 100분의 5.5에 달할 때까지 매 보고기간의 당기순이익에서 이월결손금을 차감한 금액의 100분의 10이상을 재무구조개선적립금으로 적립하였고, 동 적립금은 결손보전과 자본전입 이외의 사용이 제한되었습니다. 한편, 2015년부터 동 적립금의 적립 및 처분은 은행의 자율적 판단사항입니다.",14
000060,반기보고서_(2020.06),20200814001271,2020-08-14,668,15.0,3.0,3,3,assets | equity | liabilities | net_income | operating_income | revenue,백만원,,statement_heading=재무제표 | separate_hint=개별,"(단위 : 백만원) || 주식회사메리츠금융지주 || 주식회사메리츠금융지주 || 주1) 상기 현황은 ㈜메리츠금융지주의 제11기 1분기보고서(공시일자: 2020.05.15) 상의 개별재무제표 기준임 주2) BS 기준일 : 2020.03.31, IS 기준일 : 2020.01.01 ~ 2020.03.31","[""구 분 | 구 분"", ""제10기 1분기 | (2019년 3월말)"", ""제10기 기말 | (2019년 12월말)"", ""제9기 기말 | (2018년 12월말)""]",자산총계 | 1623634 | 1594304 | 1572967,부채총계 | 398468 | 395860 | 394083,자본총계 | 1225166 | 1198444 | 1178884,영업수익 | 117541 | 150484 | 158340,영업이익 | 112105 | 130403 | 138381,당기순이익 | 110850 | 124561 | 129758,1
000060,반기보고서_(2020.06),20200814001271,2020-08-14,666,12.0,0.0,3,3,assets | equity | liabilities | net_income | operating_income | revenue,백만원,,,(단위 : 백만원) || (2) 최대주주인 법인의 재무현황,"[""구 분"", ""Unnamed: 1""]",자산총계 | nan,부채총계 | nan,자본총계 | nan,매출액 | nan,영업이익 | nan,당기순이익 | nan,2
000060,반기보고서_(2020.06),20200814001271,2020-08-14,71,9.0,3.0,0,3,net_income | operating_income | revenue,백만원,,consolidated_hint=연결,(단위 : 백만원),"[""구 분"", ""제 100기 반기"", ""제 99기"", ""제 98기""]",,,,[영업수익] | 5592241 | 10117987 | 8418179,[영업이익] | 292505 | 352756 | 312734,[연결당기순이익] | 209833 | 301296 | 234721,3
000060,반기보고서_(2020.06),20200814001271,2020-08-14,82,9.0,3.0,0,3,net_income | operating_income | revenue,원,,"consolidated_hint=연결,종속기업",(단위 : 원) || 메리츠화재해상보험주식회사와 그 종속기업 || 06월 30일까지 || 01일부터 2019년 || 01월 || 반기 2019년 || 제 99 기,"[""과목 | 과목"", ""주석 | 주석"", ""당반기 | 3개월"", ""당반기 | 누적"", ""전반기 | 3개월"", ""전반기 | 누적""]",,,,Ⅰ. 영업수익 | nan | 2711119012136 | 5592241326173 | 2451652402676 | 4785346415612 || 7. 기타영업수익 | 20.0 | 29047733469 | 248306434076 | 96392596283 | 201933423788,Ⅲ. 영업이익 | nan | 146220101537 | 292504882891 | 117626192991 | 218350346531,"Ⅷ. 연결반기순이익 대손준비금 반영후 조정이익 비상위험준비금 반영후 조정이익 | nan | 106213200111 | 209,833,392,097 208,113,220,193 203,304,920,079 | 85140355224 | 158,650,837,487 153,843,567,117 149,156,498,714 || 1. 지배주주지분반기순이익 | nan | 106579537145 | 209309959857 | 85005647472 | 158127048835 || 2. 비지배주주지분반기순이익 | nan | (366,337,034) | 523432240 | 134707752 | 523788652",3
000060,반기보고서_(2020.06),20200814001271,2020-08-14,75,6.0,0.0,0,3,net_income | operating_income | revenue,백만원,,,(단위 : 백만원),"[""구 분"", ""제 100기 반기"", ""제 99기"", ""제 98기""]",,,,[영업수익] | 5570539 | 10058869 | 8391469,[영업이익] | 297372 | 312421 | 352960,[당기순이익] | 213404 | 271182 | 260043,4
000060,반기보고서_(2020.06),20200814001271,2020-08-14,361,6.0,0.0,0,3,net_income | operating_income | revenue,원,,,(단위 : 원) || 메리츠화재해상보험주식회사 || 06월 30일까지 || 01일부터 2019년 || 01월 || 반기 2019년 || 제 99 기,"[""과목 | 과목"", ""주석 | 주석"", ""당반기 | 3개월"", ""당반기 | 누적"", ""전반기 | 3개월"", ""전반기 | 누적""]",,,,"Ⅰ. 영업수익 | nan | 2711047407188 | 5570538613883 | 2440992463198 | 4750300795761 || 7. 기타영업수익 | 20, 22 | 34689453384 | 244448489277 | 95238121034 | 200841045109",Ⅲ. 영업이익 | nan | 145657501392 | 297371674131 | 97710472838 | 188070450311,"Ⅷ. 반기순이익 대손준비금 반영후 조정이익 비상위험준비금 반영후 조정이익 | nan | 105,763,051,859 104,425,380,342 102,156,102,422 | 213,404,087,482 211,683,915,578 206,875,615,464 | 70,340,409,289 66,459,759,717 66,995,196,713 | 136,142,897,669 131,335,627,299 126,648,558,896",4
000060,반기보고서_(2020.06),20200814001271,2020-08-14,86,5.0,3.0,0,1,net_income,원,,"consolidated_hint=연결,종속기업",(단위 : 원) || 메리츠화재해상보험주식회사와 그 종속기업 || 06월 30일까지 || 01일부터 2019년 || 01월 || 반기 2019년 || 제 99 기,"[""과목"", ""주석"", ""자본금"", ""연결자본잉여금"", ""연결자본조정"", ""연결기타포괄손익누계액"", ""연결이익잉여금"", ""지배주주지분 소계"", ""비지배주주지분"", ""총계""]",,,,,,연결반기순이익 | nan | - | - | - | - | 158127048835 | 158127048835 | 523788652 | 158650837487 || 연결반기순이익 | nan | - | - | - | - | 209309959857 | 209309959857 | 523432240 | 209833392097,5
000060,반기보고서_(2020.06),20200814001271,2020-08-14,24,3.0,6.0,0,1,net_income,,배당,statement_heading=재무제표 | consolidated_hint=연결 | separate_hint=별도,"나. 최근 3사업연도 배당에 관한 사항 || ③ 배당금의 지급청구권은 5년간 이를 행사하지 아니하면 소멸시효가 완성한다. || ② 분기배당의 배당금은 이사회 결의가 있은 날로부터 20일 이내에 지급한다. || ① 배당금은 재무제표의 승인이 있은 날로부터 1개월 이내에 지급한다. 단, 주주총회에서 지급시기를 따로 정한 경우에는 그에 따른다.","[""구 분 | 구 분"", ""주식의 종류 | 주식의 종류"", ""당기 | 제99기"", ""전기 | 제98기"", ""전전기 | 제97기""]",,,,,,(연결)당기순이익(백만원) | (연결)당기순이익(백만원) | nan | nan | nan || (별도)당기순이익(백만원) | (별도)당기순이익(백만원) | nan | nan | nan,6
000060,반기보고서_(2020.06),20200814001271,2020-08-14,319,2.0,0.0,0,1,revenue,백만원,,,"(단위: 백만원) || (1) 당반기와 전반기 중 기타영업수익의 내역은 다음과 같습니다. || 20. 기타영업수익 및 기타영업비용 || 20. 기타영업수익 및 기타영업비용 (1) 당반기와 전반기 중 기타영업수익의 내역은 다음과 같습니다. || 17,156 || 5,773","[""구 분 | 구 분"", ""당반기 | 3개월"", ""당반기 | 누적"", ""전반기 | 3개월"", ""전반기 | 누적""]",,,,기타영업수익 | 353 | 442 | 30 | 51,,,7
000060,반기보고서_(2020.06),20200814001271,2020-08-14,365,2.0,0.0,0,1,net_income,원,,,(단위 : 원) || 메리츠화재해상보험주식회사 || 6월 30일까지 || 0 || 1일부터 2019년 || 0 || 1월 || 0,"[""과목"", ""주석"", ""자본금"", ""자본잉여금"", ""자본조정"", ""기타포괄손익누계액"", ""이익잉여금"", ""총계""]",,,,,,반기순이익 | nan | - | - | - | - | 136142897669 | 136142897669 || 반기순이익 | nan | - | - | - | - | 213404087482 | 213404087482,7
000060,반기보고서_(2020.06),20210115000067,2021-01-15,674,15.0,3.0,3,3,assets | equity | liabilities | net_income | operating_income | revenue,백만원,,statement_heading=재무제표 | separate_hint=개별,"(단위 : 백만원) || 주식회사메리츠금융지주 || 주식회사메리츠금융지주 || 주1) 상기 현황은 ㈜메리츠금융지주의 제11기 1분기보고서(공시일자: 2020.05.15) 상의 개별재무제표 기준임 주2) BS 기준일 : 2020.03.31, IS 기준일 : 2020.01.01 ~ 2020.03.31","[""구 분 | 구 분"", ""제10기 1분기 | (2019년 3월말)"", ""제10기 기말 | (2019년 12월말)"", ""제9기 기말 | (2018년 12월말)""]",자산총계 | 1623634 | 1594304 | 1572967,부채총계 | 398468 | 395860 | 394083,자본총계 | 1225166 | 1198444 | 1178884,영업수익 | 117541 | 150484 | 158340,영업이익 | 112105 | 130403 | 138381,당기순이익 | 110850 | 124561 | 129758,1
000060,반기보고서_(2020.06),20210115000067,2021-01-15,672,12.0,0.0,3,3,assets | equity | liabilities | net_income | operating_income | revenue,백만원,,,(단위 : 백만원) || (2) 최대주주인 법인의 재무현황,"[""구 분"", ""Unnamed: 1""]",자산총계 | nan,부채총계 | nan,자본총계 | nan,매출액 | nan,영업이익 | nan,당기순이익 | nan,2
000060,반기보고서_(2020.06),20210115000067,2021-01-15,77,9.0,3.0,0,3,net_income | operating_income | revenue,백만원,,consolidated_hint=연결,(단위 : 백만원),"[""구 분"", ""제 100기 반기"", ""제 99기"", ""제 98기""]",,,,[영업수익] | 5592241 | 10117987 | 8418179,[영업이익] | 292505 | 352756 | 312734,[연결당기순이익] | 209833 | 301296 | 234721,3
000060,반기보고서_(2020.06),20210115000067,2021-01-15,88,9.0,3.0,0,3,net_income | operating_income | revenue,원,,"consolidated_hint=연결,종속기업",(단위 : 원) || 메리츠화재해상보험주식회사와 그 종속기업 || 06월 30일까지 || 01일부터 2019년 || 01월 || 반기 2019년 || 제 99 기,"[""과목 | 과목"", ""주석 | 주석"", ""당반기 | 3개월"", ""당반기 | 누적"", ""전반기 | 3개월"", ""전반기 | 누적""]",,,,Ⅰ. 영업수익 | nan | 2711119012136 | 5592241326173 | 2451652402676 | 4785346415612 || 7. 기타영업수익 | 20.0 | 29047733469 | 248306434076 | 96392596283 | 201933423788,Ⅲ. 영업이익 | nan | 146220101537 | 292504882891 | 117626192991 | 218350346531,"Ⅷ. 연결반기순이익 대손준비금 반영후 조정이익 비상위험준비금 반영후 조정이익 | nan | 106213200111 | 209,833,392,097 208,113,220,193 203,304,920,079 | 85140355224 | 158,650,837,487 153,843,567,117 149,156,498,714 || 1. 지배주주지분반기순이익 | nan | 106579537145 | 209309959857 | 85005647472 | 158127048835 || 2. 비지배주주지분반기순이익 | nan | (366,337,034) | 523432240 | 134707752 | 523788652",3
000060,반기보고서_(2020.06),20210115000067,2021-01-15,81,6.0,0.0,0,3,net_income | operating_income | revenue,백만원,,,(단위 : 백만원),"[""구 분"", ""제 100기 반기"", ""제 99기"", ""제 98기""]",,,,[영업수익] | 5570539 | 10058869 | 8391469,[영업이익] | 297372 | 312421 | 352960,[당기순이익] | 213404 | 271182 | 260043,4
000060,반기보고서_(2020.06),20210115000067,2021-01-15,367,6.0,0.0,0,3,net_income | operating_income | revenue,원,,,(단위 : 원) || 메리츠화재해상보험주식회사 || 06월 30일까지 || 01일부터 2019년 || 01월 || 반기 2019년 || 제 99 기,"[""과목 | 과목"", ""주석 | 주석"", ""당반기 | 3개월"", ""당반기 | 누적"", ""전반기 | 3개월"", ""전반기 | 누적""]",,,,"Ⅰ. 영업수익 | nan | 2711047407188 | 5570538613883 | 2440992463198 | 4750300795761 || 7. 기타영업수익 | 20, 22 | 34689453384 | 244448489277 | 95238121034 | 200841045109",Ⅲ. 영업이익 | nan | 145657501392 | 297371674131 | 97710472838 | 188070450311,"Ⅷ. 반기순이익 대손준비금 반영후 조정이익 비상위험준비금 반영후 조정이익 | nan | 105,763,051,859 104,425,380,342 102,156,102,422 | 213,404,087,482 211,683,915,578 206,875,615,464 | 70,340,409,289 66,459,759,717 66,995,196,713 | 136,142,897,669 131,335,627,299 126,648,558,896",4
000060,반기보고서_(2020.06),20210115000067,2021-01-15,92,5.0,3.0,0,1,net_income,원,,"consolidated_hint=연결,종속기업",(단위 : 원) || 메리츠화재해상보험주식회사와 그 종속기업 || 06월 30일까지 || 01일부터 2019년 || 01월 || 반기 2019년 || 제 99 기,"[""과목"", ""주석"", ""자본금"", ""연결자본잉여금"", ""연결자본조정"", ""연결기타포괄손익누계액"", ""연결이익잉여금"", ""지배주주지분 소계"", ""비지배주주지분"", ""총계""]",,,,,,연결반기순이익 | nan | - | - | - | - | 158127048835 | 158127048835 | 523788652 | 158650837487 || 연결반기순이익 | nan | - | - | - | - | 209309959857 | 209309959857 | 523432240 | 209833392097,5
000060,반기보고서_(2020.06),20210115000067,2021-01-15,30,3.0,6.0,0,1,net_income,,배당,statement_heading=재무제표 | consolidated_hint=연결 | separate_hint=별도,"나. 최근 3사업연도 배당에 관한 사항 || ③ 배당금의 지급청구권은 5년간 이를 행사하지 아니하면 소멸시효가 완성한다. || ② 분기배당의 배당금은 이사회 결의가 있은 날로부터 20일 이내에 지급한다. || ① 배당금은 재무제표의 승인이 있은 날로부터 1개월 이내에 지급한다. 단, 주주총회에서 지급시기를 따로 정한 경우에는 그에 따른다.","[""구 분 | 구 분"", ""주식의 종류 | 주식의 종류"", ""당기 | 제99기"", ""전기 | 제98기"", ""전전기 | 제97기""]",,,,,,(연결)당기순이익(백만원) | (연결)당기순이익(백만원) | nan | nan | nan || (별도)당기순이익(백만원) | (별도)당기순이익(백만원) | nan | nan | nan,6
000060,반기보고서_(2020.06),20210115000067,2021-01-15,325,2.0,0.0,0,1,revenue,백만원,,,"(단위: 백만원) || (1) 당반기와 전반기 중 기타영업수익의 내역은 다음과 같습니다. || 20. 기타영업수익 및 기타영업비용 || 20. 기타영업수익 및 기타영업비용 (1) 당반기와 전반기 중 기타영업수익의 내역은 다음과 같습니다. || 17,156 || 5,773","[""구 분 | 구 분"", ""당반기 | 3개월"", ""당반기 | 누적"", ""전반기 | 3개월"", ""전반기 | 누적""]",,,,기타영업수익 | 353 | 442 | 30 | 51,,,7
000060,반기보고서_(2020.06),20210115000067,2021-01-15,371,2.0,0.0,0,1,net_income,원,,,(단위 : 원) || 메리츠화재해상보험주식회사 || 6월 30일까지 || 0 || 1일부터 2019년 || 0 || 1월 || 0,"[""과목"", ""주석"", ""자본금"", ""자본잉여금"", ""자본조정"", ""기타포괄손익누계액"", ""이익잉여금"", ""총계""]",,,,,,반기순이익 | nan | - | - | - | - | 136142897669 | 136142897669 || 반기순이익 | nan | - | - | - | - | 213404087482 | 213404087482,7
