date,market_return_1d,market_return_5d,market_return_20d,market_volatility_20d,market_drawdown,volume_change_1d,trading_value_change_1d,trading_value_ratio_20d,base_rate,usdkrw,bond3y,usdkrw_return_1d,usdkrw_return_5d,usdkrw_return_20d,bond3y_change_1d,bond3y_change_5d,bond3y_change_20d,base_rate_change,rate_spread_3y
2019-03-12,0.010865651077953897,-0.007692248580276839,-0.009503793079643219,0.13105689605120377,-0.14092021927723664,0.11720849942332912,0.16364321391097447,0.9564337312202078,1.75,1129.8,1.81,-0.0034400635088648324,0.0038205242114615068,0.004534542544678555,0.0,-0.026000000000000023,0.029000000000000137,0.0,0.06000000000000005
2019-03-13,-0.0057616355610625725,-0.011007972884489625,-0.019834483601050557,0.13086084718719213,-0.14586992389163878,-0.08702163809219954,-0.08172577071468334,0.8877343839915711,1.75,1132.6,1.795,0.0024783147459725985,0.0033664068036853845,0.007740902215499501,-0.015000000000000124,-0.03300000000000014,-0.001000000000000112,0.0,0.04499999999999993
2019-03-14,0.001246241802065784,-0.005539137565564345,-0.023740810498815268,0.12909545062197125,-0.14480547128639087,0.3505697494504132,0.30711059348342085,1.1506275298237523,1.75,1134.8,1.793,0.001942433339219507,0.005137289636846676,0.011678701970223582,-0.0020000000000000018,-0.02400000000000002,-0.008000000000000007,0.0,0.04299999999999993
2019-03-15,0.009801938605635163,0.017679202828672524,-0.02583153218059564,0.12637058234920145,-0.13642290702006488,0.23258809216694365,0.16700068557247771,1.3318766201214638,1.75,1137.3,1.803,0.0022030313711667304,0.0009681394120752973,0.010843480579504128,0.010000000000000009,0.0009999999999998899,0.008999999999999897,0.0,0.052999999999999936
2019-03-18,0.00040059781520107585,0.016564638098667483,-0.01053032612008542,0.115434840528589,-0.13607695992335944,-0.4714783802762519,-0.43381378132736426,0.7621813186950869,1.75,1132.1,1.812,-0.004572232480436145,-0.001411308106201048,0.0030123150527154863,0.009000000000000119,0.0020000000000000018,0.03300000000000014,0.0,0.062000000000000055
2019-03-19,-0.0014708373762107874,0.004158599860605738,-0.01858873928082161,0.11224664612402664,-0.1373476502208738,-0.1099005123175315,-0.09088110450166409,0.6992259496525112,1.75,1130.6,1.81,-0.0013249712922887014,0.0007080899274207741,0.004263634748623124,-0.0020000000000000018,0.0,0.006000000000000005,0.0,0.06000000000000005
2019-03-20,0.0007326459315013523,0.010717679497764587,-0.015418000819460764,0.1122293735040689,-0.13671563148650812,0.12773337800327633,0.08506812159100785,0.7639183549693824,1.75,1130.4,1.813,-0.00017689722271341246,-0.001942433339219285,0.0019500088636767998,0.0029999999999998916,0.018000000000000016,0.0129999999999999,0.0,0.06299999999999994
2019-03-21,0.006904949060587917,0.016429916138969602,-0.019959645661908776,0.10650997324710691,-0.1307546968971206,0.4587409135091247,0.5727258809398419,1.195383561221482,1.75,1127.7,1.793,-0.0023885350318472165,-0.006256609094113408,0.0037383177570093906,-0.020000000000000018,0.0,-0.009000000000000119,0.0,0.04299999999999993
2019-03-22,0.002602213412114196,0.009182934533072507,-0.017284061754512248,0.10724007156763272,-0.12849273511096915,0.28638297951677205,0.1418327940030062,1.3411645123608924,1.75,1130.1,1.8,0.0021282255919126136,-0.006330783434450038,0.004354781372200467,0.007000000000000117,-0.0029999999999998916,-0.010999999999999899,0.0,0.050000000000000044
2019-03-25,-0.020397257973404193,-0.011797501886676165,-0.03797828955259697,0.12744845085290568,-0.14626909361860663,-0.3209828114650074,-0.40434887025660793,0.7990430576031937,1.75,1134.2,1.77,0.003627997522343218,0.0018549598092043595,0.007998578030572245,-0.030000000000000027,-0.04200000000000004,-0.04400000000000004,0.0,0.020000000000000018
