date,base_rate,usdkrw,bond3y,usdkrw_return_1d,bond3y_change_1d,base_rate_change,usdkrw_return_5d,usdkrw_return_20d,bond3y_change_5d,bond3y_change_20d,rate_spread_3y
2019-07-31,1.5,1183.1,1.292,0.0012694651320244166,-0.008999999999999897,0.0,0.004414636216996115,0.010074276444975716,-0.028999999999999915,-0.137,-0.20799999999999996
2019-08-01,1.5,1188.5,1.309,0.004564280280618727,0.016999999999999904,0.0,0.0059246720270842435,0.017028923498203064,0.006999999999999895,-0.10699999999999998,-0.19100000000000006
2019-08-02,1.5,1198.0,1.26,0.00799326882625162,-0.04899999999999993,0.0,0.011141120864280873,0.02358168147641826,-0.04800000000000004,-0.16300000000000003,-0.24
2019-08-05,1.5,1215.3,1.172,0.014440734557595869,-0.08800000000000008,0.0,0.026869455006337084,0.0281725888324873,-0.13400000000000012,-0.25,-0.32800000000000007
2019-08-06,1.5,1215.3,1.163,0.0,-0.008999999999999897,0.0,0.02852064996614767,0.029479034307496876,-0.1379999999999999,-0.2609999999999999,-0.33699999999999997
2019-08-07,1.5,1214.9,1.153,-0.00032913683864055354,-0.010000000000000009,0.0,0.026878539430310378,0.02818212593094116,-0.139,-0.2849999999999999,-0.347
2019-08-08,1.5,1209.2,1.165,-0.004691744176475443,0.01200000000000001,0.0,0.017416912074043056,0.030421815083084836,-0.1439999999999999,-0.254,-0.33499999999999996
2019-08-09,1.5,1210.5,1.186,0.001075090969235859,0.020999999999999908,0.0,0.01043405676126885,0.02654341926729975,-0.07400000000000007,-0.238,-0.31400000000000006
2019-08-12,1.5,1216.2,1.182,0.004708798017348137,-0.0040000000000000036,0.0,0.0007405578869414953,0.03128974815568575,0.010000000000000009,-0.252,-0.31800000000000006
2019-08-13,1.5,1222.2,1.15,0.0049333991119882015,-0.03200000000000003,0.0,0.005677610466551464,0.037873641304347894,-0.013000000000000123,-0.28100000000000014,-0.3500000000000001
2019-08-14,1.5,1212.7,1.149,-0.007772868597610838,-0.0009999999999998899,0.0,-0.001810848629516859,0.026580885465165682,-0.0040000000000000036,-0.25,-0.351
