ticker,http_status,toss_supported_now,name,market,listing_status
307950,200,True,현대오토에버,KOSPI,ACTIVE
310210,200,True,보로노이,KOSDAQ,ACTIVE
316140,200,True,우리금융지주,KOSPI,ACTIVE
317330,200,True,덕산테코피아,KOSDAQ,ACTIVE
319400,200,True,현대무벡스,KOSDAQ,ACTIVE
319660,200,True,피에스케이,KOSDAQ,ACTIVE
322000,200,True,HD현대에너지솔루션,KOSPI,ACTIVE
323280,200,True,태성,KOSDAQ,ACTIVE
323410,200,True,카카오뱅크,KOSPI,ACTIVE
323990,200,True,박셀바이오,KOSDAQ,ACTIVE
326030,200,True,SK바이오팜,KOSPI,ACTIVE
328130,200,True,루닛,KOSDAQ,ACTIVE
329180,200,True,HD현대중공업,KOSPI,ACTIVE
336260,200,True,두산퓨얼셀,KOSPI,ACTIVE
336370,200,True,솔루스첨단소재,KOSPI,ACTIVE
336570,200,True,원텍,KOSDAQ,ACTIVE
344820,200,True,KCC글라스,KOSPI,ACTIVE
347700,200,True,스피어,KOSDAQ,ACTIVE
347850,200,True,디앤디파마텍,KOSDAQ,ACTIVE
348210,200,True,넥스틴,KOSDAQ,ACTIVE
348370,200,True,엔켐,KOSDAQ,ACTIVE
352480,200,True,씨앤씨인터내셔널,KOSDAQ,ACTIVE
352820,200,True,하이브,KOSPI,ACTIVE
353200,200,True,대덕전자,KOSPI,ACTIVE
357780,200,True,솔브레인,KOSDAQ,ACTIVE
358570,200,True,지아이이노베이션,KOSDAQ,ACTIVE
361610,200,True,SK아이이테크놀로지,KOSPI,ACTIVE
363280,200,True,티와이홀딩스,KOSPI,ACTIVE
365340,200,True,성일하이텍,KOSDAQ,ACTIVE
372170,200,True,윤성에프앤씨,KOSDAQ,ACTIVE
373220,200,True,LG에너지솔루션,KOSPI,ACTIVE
375500,200,True,DL이앤씨,KOSPI,ACTIVE
376300,200,True,디어유,KOSDAQ,ACTIVE
376900,200,True,로킷헬스케어,KOSDAQ,ACTIVE
377300,200,True,카카오페이,KOSPI,ACTIVE
381970,200,True,케이카,KOSPI,ACTIVE
383220,200,True,F&F,KOSPI,ACTIVE
383310,200,True,에코프로에이치엔,KOSDAQ,ACTIVE
383800,200,True,LX홀딩스,KOSPI,ACTIVE
388720,200,True,유일로보틱스,KOSDAQ,ACTIVE
393890,200,True,더블유씨피,KOSDAQ,ACTIVE
397030,200,True,에이프릴바이오,KOSDAQ,ACTIVE
399720,200,True,가온칩스,KOSDAQ,ACTIVE
402340,200,True,SK스퀘어,KOSPI,ACTIVE
403870,200,True,HPSP,KOSDAQ,ACTIVE
417200,200,True,LS머트리얼즈,KOSDAQ,ACTIVE
418550,200,True,제이오,KOSDAQ,ACTIVE
420770,200,True,기가비스,KOSDAQ,ACTIVE
437730,200,True,삼현,KOSDAQ,ACTIVE
439260,200,True,대한조선,KOSPI,ACTIVE
443060,200,True,HD현대마린솔루션,KOSPI,ACTIVE
445680,200,True,큐리옥스바이오시스템즈,KOSDAQ,ACTIVE
446070,200,True,유니드비티플러스,KOSPI,ACTIVE
450080,200,True,에코프로머티,KOSPI,ACTIVE
452260,200,True,한화갤러리아,KOSPI,ACTIVE
453340,200,True,현대그린푸드,KOSPI,ACTIVE
454910,200,True,두산로보틱스,KOSPI,ACTIVE
456040,200,True,OCI,KOSPI,ACTIVE
456160,200,True,지투지바이오,KOSDAQ,ACTIVE
457190,200,True,이수스페셜티케미컬,KOSPI,ACTIVE
458870,200,True,씨어스,KOSDAQ,ACTIVE
460850,200,True,동국씨엠,KOSPI,ACTIVE
460860,200,True,동국제강,KOSPI,ACTIVE
462870,200,True,시프트업,KOSPI,ACTIVE
466100,200,True,클로봇,KOSDAQ,ACTIVE
475150,200,True,SK이터닉스,KOSPI,ACTIVE
475830,200,True,오름테라퓨틱,KOSDAQ,ACTIVE
483650,200,True,달바글로벌,KOSPI,ACTIVE
484870,200,True,엠앤씨솔루션,KOSPI,ACTIVE
487570,200,True,HS효성,KOSPI,ACTIVE
489790,200,True,한화비전,KOSPI,ACTIVE
499790,200,True,GS피앤엘,KOSPI,ACTIVE
